登録番号,登録年月日,事業者名,事業の種類,事業の種類の細目1,事業の種類の細目2,事業所名,所在地(都道府県),所在地(市区町村),登録対象業務の従業員数
229883,20180330,社会福祉法人青祥会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム青浄苑,滋賀県,長浜市,81
229927,20180330,社会福祉法人　尚生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,かさまグリーンハウス,茨城県,笠間市,28
230039,20180330,社会福祉法人　厚生福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,ピースフル立神,鹿児島県,枕崎市,30
230155,20180330,介護老人保健施設ほほえみの里,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設ほほえみの里,岩手県,宮古市,61
230191,20180330,社会福祉法人中東福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム菅名の里,新潟県,五泉市,49
230219,20180330,グループホーム木蓮の家,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,グループホーム木蓮の家,福岡県,宮若市,14
230225,20180330,社会福祉法人　觀寿々会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　ヴェルバレー,愛知県,刈谷市,70
230239,20180330,社会福祉法人昭寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム悠清苑,熊本県,阿蘇郡南小国町,30
230257,20180330,社会福祉法人いきいき福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームラポール藤沢,神奈川県,藤沢市,43
230275,20190523,有限会社　こもれび,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,こもれび指定訪問介護事業所,長野県,上高井郡高山村,3
230277,20190523,有限会社　こもれび,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,こもれび訪問看護ステーション,長野県,上高井郡高山村,3
230282,20180330,社会福祉法人千寿福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,軽費老人ホームケアハウス百壽,岡山県,久米郡美咲町,19
230288,20180330,特別養護老人ホーム　ま心苑,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　ま心苑,熊本県,八代市,26
230306,20180330,医療法人社団清か介護老人保健施設望,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,医療法人社団清か介護老人保健施設望,北海道,小樽市,79
230318,20180330,医療法人信愛会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設おとわの杜,愛知県,豊川市,111
230410,20180330,社会福祉法人泗水福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム泗水苑,熊本県,菊池市,20
230414,20180330,社会福祉法人あけあい会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームやまゆりの里,三重県,松阪市,28
230494,20180330,社会福祉法人　明和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームあづき,香川県,小豆郡土庄町,83
230540,20180330,社会福祉法人はぴねす福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,老人保健施設はぴねすケアセンター,愛媛県,新居浜市,100
230578,20180330,社会福祉法人しもにた会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームかぶらの里,群馬県,甘楽郡下仁田町,46
230590,20180330,医療法人社団修和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設葵の園なんと,富山県,南砺市,71
230636,20180330,医療法人小島医院,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,医療法人小島医院　デイサービスセンターおたっしゃ倶楽部,佐賀県,佐賀市,18
230638,20180330,医療法人小島医院,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,医療法人小島医院グループホームげんき,佐賀県,佐賀市,9
230676,20180330,社会福祉法人京都聴覚言語障害者福祉協会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームいこいの村・梅の木寮,京都府,綾部市,80
230740,20180330,介護老人保健施設欅の里,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設欅の里,岩手県,久慈市,78
230826,20180330,医療法人社団　北條会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,秦野老人保健施設みかん,神奈川県,秦野市,75
230870,20180330,社会福祉法人白陽会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,ゴールデン鶴亀ホーム,東京都,大田区,40
230884,20180330,社会福祉法人　紀新会　特別養護老人ホーム温泉ハウスくまの,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム温泉ハウスくまの,和歌山県,新宮市,47
231018,20180330,特定非営利活動法人シティウイング,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,ソレイユケアサービス佐倉,千葉県,佐倉市,10
231024,20180330,医療法人昂仁会介護老人保健施設ゆず,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設ゆず,茨城県,鉾田市,55
231066,20180330,社会福祉法人　森田記念会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　さわの森,茨城県,ひたちなか市,55
231096,20180330,社会福祉法人天寿園会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム天寿園,青森県,上北郡七戸町,31
231118,20180330,社会福祉法人ときわ会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームひなもり園,宮崎県,小林市,48
231130,20180330,社会福祉法人スイートホーム,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,社会福祉法人スイートホームひまわり,栃木県,栃木市,39
231162,20180330,社会福祉法人石川福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームさぎそう,福島県,石川郡浅川町,72
231178,20180330,森町立特別養護老人ホームさくらの園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,森町立特別養護老人ホームさくらの園,北海道,茅部郡森町,25
231184,20180330,医療法人回精会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,医療法人回精会　稲沢老人保健施設第１憩の泉,愛知県,稲沢市,41
231206,20180330,社会福祉法人清寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームひぬま苑,茨城県,東茨城郡大洗町,57
231322,20180330,社会福祉法人経山会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム三清荘,岡山県,総社市,81
231326,20180330,社会福祉法人経山会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム飛鳥の里三清荘,岡山県,笠岡市,86
231330,20180330,社会福祉法人経山会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム川柳の里三清荘,岡山県,久米郡久米南町,46
231332,20180330,社会福祉法人経山会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームやすらぎ荘,岡山県,美作市,37
231348,20180330,医療法人社団内科小児科山脇医院,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,老人保健施設ふたば,鳥取県,鳥取市,69
231358,20190523,医療法人和同会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,宇部幸楽苑,山口県,宇部市,45
231478,20180330,社会福祉法人　善憐会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム「伏姫の郷」,千葉県,南房総市,46
231582,20180330,社会福祉法人光栄会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,白水園,和歌山県,紀の川市,63
231590,20180330,徳昌会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　思いやり,群馬県,桐生市,48
231662,20180330,社会福祉法人　南陽,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,ほなみ荘,山形県,南陽市,80
231694,20180330,東成産業　いちさと筑波,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,いちさと筑波,茨城県,つくば市,18
231720,20180330,宗教法人天理教若高分教会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,宗教法人天理教若高分教会　シニアホーム高山,岐阜県,高山市,29
231738,20180330,一般財団法人みちのく愛隣協会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設　希望,岩手県,八幡平市,37
231814,20180330,社会福祉法人春喜会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームせせらぎ,千葉県,長生郡睦沢町,52
231838,20180330,医療法人社団誠淳会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設　豊根ケアセンター,愛知県,北設楽郡豊根村,27
231856,20180330,株式会社アリア　グループホーム木守,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,グループホーム木守,茨城県,ひたちなか市,16
232282,20180330,医療法人社団帰厚堂,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設　博愛荘,岩手県,紫波郡矢巾町,70
232371,20180330,医療法人秀英会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設長寿の里,宮崎県,串間市,89
232407,20180330,光風園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,光風園,山形県,酒田市,70
232411,20180330,社会福祉法人葵新生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームさくら園,広島県,東広島市,60
232413,20180330,社会福祉法人葵新生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設もみじ園,広島県,東広島市,34
232531,20180330,社会福祉法人　千代の会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームみどりの風,群馬県,邑楽郡千代田町,29
232545,20180330,社会福祉法人梅田福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,梅の郷,群馬県,桐生市,31
232549,20180330,社会福祉法人梅田福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,きざきの郷,群馬県,太田市,23
232609,20180330,社会福祉法人　治生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム船橋あさひ苑,千葉県,船橋市,77
232651,20180330,社会福祉法人聖嬰会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,社会福祉法人聖嬰会特別養護老人ホームめぐみの園,鹿児島県,奄美市,84
232799,20180330,社会福祉法人錦福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム錦苑,山口県,岩国市,31
232803,20180330,社会福祉法人錦福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人福祉施設ヴィータ,山口県,岩国市,44
232813,20180330,医療法人弘仁会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設ロ－タスケアセンタ－,千葉県,船橋市,140
233623,20180330,くめがわ翔裕園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,くめがわ翔裕園,東京都,東村山市,30
233625,20180330,社会福祉法人　慈愛会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,南界園,鹿児島県,熊毛郡中種子町,76
233641,20180330,特別養護老人ホーム　やまのべ荘,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　やまのべ荘,山形県,東村山郡山辺町,56
233675,20180330,社会福祉法人萩会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,赤かぶ園四街道,千葉県,四街道市,36
233757,20180330,社会福祉法人ひまわり,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,社会福祉法人ひまわり,大分県,杵築市,41
233791,20180330,医療法人社団　弘成会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設八千代ケアセンター,千葉県,八千代市,80
234009,20180330,特定医療法人博愛会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設おうじゅ,岐阜県,不破郡垂井町,18
234151,20180330,特別養護老人ホーム久慈平荘,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム久慈平荘,岩手県,九戸郡洋野町,4
234215,20180330,社会福祉法人竹育会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームぬくもり荘(従来型),茨城県,つくばみらい市,35
234217,20180330,社会福祉法人竹育会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームぬくもり荘(ユニット型),茨城県,つくばみらい市,19
234253,20180330,社会福祉法人上天草会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム梅寿荘,熊本県,天草市,19
234359,20180330,特定医療法人博愛会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設あいかわ,岐阜県,不破郡垂井町,29
234471,20180330,社会福祉法人豊里園特別養護老人ホーム美健荘,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,社会福祉法人豊里園特別養護老人ホーム美健荘,茨城県,つくば市,27
234497,20180330,ゆたかの郷,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,ゆたかの郷,愛知県,春日井市,24
234549,20180330,医療法人真善会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,老人保健施設ゆとり,愛知県,丹羽郡扶桑町,34
234555,20180330,社会福祉法人マーナー・オーク・ガーデンズ,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームマザーズガーデン,千葉県,柏市,56
234629,20180330,社会福祉法人報徳会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム葛生ホーム,栃木県,佐野市,31
234739,20180330,社会福祉法人　清風会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームあけぼの苑,熊本県,葦北郡津奈木町,50
234773,20180330,社会福祉法人延寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム春わらう舎,栃木県,小山市,37
235009,20180330,社会福祉法人　北養会　介護老人保健施設　はなみずき,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設はなみずき,茨城県,水戸市,75
235159,20180330,特別養護老人ホームくきの里,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームくきの里,茨城県,つくば市,68
235161,20180330,特別養護老人ホームくきの里,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームくきの里,茨城県,つくば市,14
235193,20180330,医療法人松風会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設桃源の郷,沖縄県,名護市,63
235199,20180330,医療法人 誠雅会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設さつき苑,大分県,中津市,75
235205,20180330,社会福祉法人　ともえ会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　こじか荘,広島県,三次市,43
235245,20180330,和寒町長　奥山　盛,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム芳生苑,北海道,上川郡和寒町,59
235273,20180330,医療法人鴻池会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設鴻池荘,奈良県,御所市,84
235439,20180330,老人デイサービスセンター健楽苑,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,老人デイサービスセンター健楽苑,北海道,上川郡和寒町,9
235571,20180330,社会福祉法人浅間の杜,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム長寿園,千葉県,成田市,63
235673,20180330,医療法人社団金森会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設あさひコート,熊本県,宇土市,55
235681,20180330,医療法人社団金森会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設あさひコート別館,熊本県,宇土市,55
235817,20190523,医療法人　龍美会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,医療法人　龍美会,鹿児島県,大島郡与論町,60
235825,20190523,社会福祉法人　清英会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人福祉施設　虹,和歌山県,日高郡みなべ町,40
235841,20180330,社会福祉法人　凜徳会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,社会福祉法人　凜徳会,茨城県,筑西市,39
235863,20180330,社会福祉法人　光風会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム光の苑,長崎県,壱岐市,50
235887,20190523,医療法人社団健成会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設リバーサイド御薬園,熊本県,人吉市,50
235951,20180330,越智今治農業協同組合,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,生活福祉部,愛媛県,今治市,28
236077,20180330,社会福祉法人東海,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム東海の里,愛知県,東海市,43
236163,20180330,社会福祉法人長岡三古老人福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームみしま園,新潟県,長岡市,65
236165,20180330,もえぎ西荻北,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,もえぎ西荻北,東京都,杉並区,21
236173,20180330,社会福祉法人　豊和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　久住荘,大分県,竹田市,57
236313,20180330,社会福祉法人弥栄福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,社会福祉法人　弥栄福祉会　,大阪府,泉南郡熊取町,68
236317,20180330,社会福祉法人清栄会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームシオン銚子,千葉県,銚子市,65
236341,20180330,社会福祉法人南相馬福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム福寿園,福島県,南相馬市,123
236357,20180330,社会福祉法人恵神会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム神庭荘,岡山県,真庭市,61
236417,20180330,社会福祉法人福福会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム福福の里,千葉県,東金市,54
236447,20180330,社会福祉法人島根県社会福祉事業団,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム雪舟園,島根県,益田市,80
236603,20180330,介護ハウス風の丘,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護ハウス風の丘,福岡県,飯塚市,30
236909,20180330,社会福祉法人恵神会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム高瀬Ⅱ,岡山県,真庭市,34
236969,20180330,介護老人保健施設　太陽,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設　太陽,熊本県,山鹿市,80
237055,20180330,長生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,美野の里,大阪府,南河内郡太子町,35
237223,20180330,医療法人玄竜会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,自彊館,和歌山県,田辺市,65
237267,20180330,医療法人泉壽会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,加納老健,福井県,あわら市,13
237283,20180330,たくみ株式会社,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,ｸﾞﾙｰﾌﾟﾎｰﾑﾍﾞﾙｼﾞ前橋たやの家,群馬県,前橋市,23
237285,20180330,医療法人社団千寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,医療法人社団千寿会　高齢者グループホームプラタナス三愛,北海道,登別市,28
237291,20180330,社会福祉法人輝星会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム湖,神奈川県,秦野市,34
237381,20180330,社会福祉法人　仁和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム聖心ホーム,熊本県,人吉市,20
237385,20180330,社会福祉法人　仁和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,個室ユニット型特別養護老人ホーム聖心ホーム,熊本県,人吉市,7
237501,20180330,きのえ田中苑,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,きのえ田中苑,熊本県,球磨郡錦町,30
237517,20180330,社会福祉法人芳徳会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム青山荘,秋田県,北秋田市,56
237617,20180330,社会福祉法人やよい福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人福祉施設コアトレース厨川,岩手県,盛岡市,60
237723,20180330,株式会社　豊,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,ヘルパーステーション遊友館,大分県,佐伯市,17
237727,20180330,株式会社　豊,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,ヘルパーステーション第2遊友館,大分県,佐伯市,17
237909,20180330,医療法人碧会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設なごみの里,三重県,多気郡多気町,50
237913,20180330,社会福祉法人さかい福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームいこいの里,群馬県,伊勢崎市,40
238011,20180330,特別養護老人ホーム大原の杜２０１６,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム大原の杜２０１６,北海道,虻田郡洞爺湖町,32
238013,20180330,社会福祉法人苗場福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームみさと苑,新潟県,中魚沼郡津南町,43
238073,20180330,社会福祉法人　久仁会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　くやはら,群馬県,沼田市,42
238075,20180330,介護老人保健施設ゆとりろ,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設ゆとりろ,北海道,函館市,83
238123,20180330,医療法人里仁会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設ちゅうぶ,三重県,四日市市,47
238139,20180330,社会福祉法人久喜同仁会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設鶴寿の里ナーシングホーム,埼玉県,久喜市,32
238167,20180330,社会福祉法人明秀会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームときわ木園,茨城県,東茨城郡茨城町,5
238181,20180330,医療法人社団誠道会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設　菜の花,岐阜県,各務原市,51
238255,20180330,社会福祉法人福智会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームあいの郷,奈良県,大和郡山市,44
238301,20180330,社会福祉法人　日進福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　日進ホーム,愛知県,日進市,47
238531,20180330,社会福祉法人五島会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,五島福寿園,長崎県,五島市,60
238625,20180330,医療法人亀田病院介護老人保健施設グランドサン亀田,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,医療法人亀田病院介護老人保健施設グランドサン亀田,北海道,函館市,64
238733,20180330,社会福祉法人北斗会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム大宮園,三重県,度会郡大紀町,57
238747,20180330,社会福祉法人あけあい会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設やまゆりの里,三重県,松阪市,63
238820,20180330,社会福祉法人諏訪福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設かりんの里,長野県,諏訪市,72
238906,20180330,医療法人同愛会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設やわらぎ,鳥取県,米子市,70
238988,20180330,大和村,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,大和村立特別養護老人ホーム大和の園,鹿児島県,大島郡大和村,26
239018,20180330,依田窪福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,依田窪特別養護老人ホーム,長野県,上田市,48
